Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
2021-08-26,2.704141812379177e-07,1.6265323012591936e-08,2.7506314339085144e-07,-4.926422643913369e-08,3.247066044638456e-07,2.724426877852544e-07,3.96344217090247e-07,-1.9102864608322403e-07,1.0382415084905842e-09,2.2331671123541226e-07,-2.2022180295315876e-07,-8.984284405557936e-07,5.646597347354669e-07,-3.266794581169314e-07,-1.8295513827473525e-07,8.803800703917941e-08,-7.525045299339936e-07,-1.0344944417471924e-06,4.36378847216869e-08,2.447387453600806e-06,2.9897433045808317e-07,8.820420727495725e-07,4.746433625264453e-06,7.041861002054278e-07,-1.938057681406769e-07
2021-08-27,1.8710829101113272e-07,6.716322936080867e-09,2.914241567700885e-07,-4.233271745200922e-08,1.8478439416801163e-07,4.924295054625818e-08,2.5364349536153564e-07,-4.875539435314123e-07,-4.7546817594016854e-08,-6.268899063446039e-07,9.935711718085432e-07,-3.6523087166688405e-07,5.092191283731307e-07,-6.849894176737252e-07,-3.675839536475612e-07,-4.4625489980822746e-08,-1.1825802442864755e-06,-1.2999174456822434e-06,-1.1820784905009238e-08,9.734220175382587e-07,1.9524008953229694e-07,9.108545985949017e-07,1.9844369982239243e-06,3.6217416525643577e-07,-8.789592313467394e-08
2021-08-30,1.5679827098451444e-07,3.016576290755683e-08,3.657768718482736e-07,2.9183141729157267e-09,2.1158041533300522e-07,2.2362492734010998e-07,2.2325559150147455e-07,-3.157887460782107e-07,4.418610229204535e-08,-7.613737919336325e-07,5.407365715169915e-07,1.3154461320268742e-06,4.013361269029785e-07,-5.665121456352616e-07,-2.2829309691865725e-07,-1.4757768328290198e-08,-6.560336225432617e-07,-1.3572780340230986e-06,1.3423666531127591e-07,1.859363082130741e-06,1.8968045977630738e-07,1.047293411058301e-06,3.7630420970946982e-06,7.958697698319099e-07,1.9196404096056327e-08
2021-08-31,3.237410077062967e-07,5.290540898987153e-08,4.490473621029732e-07,3.735499925582535e-08,2.2949905278923307e-07,3.8886802540918086e-07,3.1988369709550227e-07,-2.2829045733333299e-07,4.305070676779504e-08,-1.395705224405919e-06,1.4081576963339321e-06,1.494766946630321e-06,2.4903461502327515e-07,-5.667134688056352e-07,-2.531882578880151e-07,-8.849681974342035e-09,-1.7251313870714255e-07,-1.1795653112943102e-06,1.371627174685113e-07,2.8774268046394154e-06,2.1344869353494243e-07,1.7502911318109027e-06,4.356128530061124e-06,1.0954748704775744e-06,6.193567797725729e-08
2021-09-01,2.0506935140551054e-07,4.9493228584002316e-08,4.727462962910312e-07,5.1883032215980305e-08,2.569317948160983e-07,4.0934937258529775e-07,1.9934204912165945e-07,-3.318135279810898e-07,5.792262356583664e-08,-1.5152452784980035e-06,2.5661568401988864e-07,1.783855276202107e-06,3.510755759206733e-08,-4.0061241066744486e-07,-2.3209851250948362e-07,-5.182396702633826e-08,-3.822273668630401e-07,-8.664434195335805e-07,8.747120030784617e-09,1.655355328496093e-06,1.336096098634951e-07,8.619901919954889e-07,3.5939958408719077e-06,1.5232878238622646e-06,8.070626305791045e-08
2021-09-02,2.7315728385492797e-07,5.6766929182588886e-08,6.898792657486114e-07,7.819643676750709e-08,2.9893772004901117e-07,5.305339326120625e-07,3.7417392425974574e-07,-6.575685326632261e-07,9.369160343590247e-08,-8.579959407631698e-07,1.1585224378713364e-06,1.5790467959085566e-06,-1.0235208425529617e-07,-2.5699375655284977e-07,-3.6264768470729485e-07,-6.479902815240518e-09,-1.1872622397284595e-06,-8.950928214553146e-07,1.3765583379919885e-07,2.0751427707290093e-06,1.403826791819806e-07,-2.5029161229888845e-08,5.048449389304287e-06,1.495047792259631e-06,5.560562829883205e-08
2021-09-03,2.4026791930317944e-07,4.4954860627083845e-08,6.662502664619263e-07,8.263239428422498e-08,1.3731859506024067e-07,2.347955032496364e-07,1.928394500422816e-07,-3.8923476804228736e-07,3.6626100721436436e-08,-1.0071729649991203e-06,1.3936227602122638e-06,9.285277982215391e-07,-9.327323631001676e-08,-1.6658267290726025e-07,-1.6992637161690943e-07,-3.391326064405631e-08,-6.047367754545696e-07,-7.715260637896966e-07,1.2972560231656564e-07,2.408957606491438e-06,2.1653009322378392e-07,-2.1267508396455954e-07,3.4048579883016084e-06,1.4105014579521696e-06,6.323713603236063e-08
2021-09-07,1.9194621675548476e-07,6.03298470720438e-08,4.68801088321882e-07,1.0848293854136875e-07,2.1990669104751355e-07,4.795894169766803e-07,2.408747005765622e-07,-4.819251865201456e-07,4.999667712235363e-08,-1.5752028054468174e-06,2.0062672290663716e-06,9.406486366894322e-07,-3.847911227015263e-08,-2.8103685708170217e-07,-2.4182375574881873e-07,-1.6757270911698676e-07,-1.0659862337987663e-07,-1.200566484995877e-06,5.2216881763089516e-08,2.525540229011758e-06,1.0616600315948521e-07,-7.777345872426552e-07,2.8008992719107825e-06,8.386230236667177e-07,-1.3375697309174738e-08
2021-09-08,1.1024708907580995e-07,4.479695818915875e-08,6.861939514949473e-07,1.1641546797471334e-07,2.1452671064610806e-07,3.947857408572936e-07,3.133309078338719e-07,-4.14039317396835e-07,1.6180983568423915e-07,-2.3333417223781965e-06,5.030152272545123e-07,1.396238875806716e-06,1.897422166039443e-08,-3.997026707943609e-07,-1.7310400422804615e-07,-4.524712483415472e-07,-7.125143108693967e-07,-1.0882691118922786e-06,-1.1981311215762653e-07,1.0170311030817866e-06,-1.789936463540841e-07,-6.240355532063135e-07,2.7770151372321226e-06,1.3749719554493344e-06,5.39220860800552e-08
2021-09-09,1.616811970264158e-07,4.401828155318509e-08,5.819288288339583e-07,1.432163361297528e-07,2.804038157787495e-07,4.819715676333267e-07,3.5663932975893675e-07,-3.998321622740163e-07,2.3489241637233375e-07,-4.2484094628953965e-06,-6.696150567723454e-07,2.3433873384340255e-06,1.208485836650624e-07,-2.1774343685458857e-07,-1.4489682913971143e-07,-9.04815668401501e-07,1.5212693093917776e-06,-6.639629836780567e-07,-2.801799723348154e-08,2.1527216197351885e-06,-5.340141822273883e-07,-7.180892007806264e-07,3.2481125286278174e-06,1.6430448093060135e-06,-3.0006139906369404e-08
2021-09-10,1.1254211651790793e-07,9.192518905530057e-08,8.369491564319239e-07,1.6252018081566893e-07,3.90113658883637e-07,6.972345276823835e-07,4.1284727781323084e-07,-7.083441115103444e-08,2.2637150492442625e-07,-2.1342239928470385e-06,-1.8918737182454338e-07,3.968784786239956e-06,2.935554096299177e-07,-3.0537039907885316e-07,-2.8861721310092665e-08,-7.234439742815056e-07,1.055265893295521e-06,-7.11217810593804e-07,7.577210894833074e-08,3.161283623167396e-06,-3.4886799561372726e-07,-8.264340445380135e-07,5.016953516256687e-06,9.183334092419056e-07,8.223628393120588e-08
2021-09-13,-1.8192373745796223e-08,1.0982634655360688e-08,5.45009288919649e-07,1.8411437246184795e-07,1.0395249402026531e-07,5.746688383340716e-07,1.1118142449370788e-07,1.715238657233181e-07,2.0470489571805227e-07,-2.4662809525468626e-06,-1.3293435307949458e-06,3.2273415157933204e-06,2.4019099073212517e-07,-4.282725824722177e-07,1.5674517877341043e-07,-9.696617736136535e-07,8.81750149620711e-07,-8.076027365181169e-07,-1.0315560926470466e-07,1.8112209353303333e-06,-5.760676728005069e-07,-1.2518939829991863e-06,2.7713057453021392e-06,3.0903092637376947e-07,4.4367430334819744e-08
2021-09-14,-1.0237531473275501e-07,8.961939439972358e-09,2.157358007627012e-07,1.5644716868266266e-07,1.614758400036436e-07,3.661409458531345e-07,1.8001472071103832e-07,3.3839373465013854e-07,1.339425588125339e-07,-4.293529219319821e-06,-1.1521226806422154e-06,3.3540727813630913e-06,3.3046811626591267e-07,-4.2726821423494515e-07,2.2613160419522418e-07,-1.2116723068713037e-06,4.825565533089592e-07,-6.24503879266056e-07,4.0858240456510324e-08,8.691611059554893e-08,-6.216288365809816e-07,-1.2899004959537194e-06,-1.5086193915813947e-07,-1.4998738363362315e-07,3.7952007247421936e-09
2021-09-15,-7.299864039820393e-08,-9.71726400179285e-09,6.474814593063206e-08,1.455419954630994e-07,9.084683609868984e-08,4.163821188528341e-07,8.641702108707443e-08,-3.5825807884581925e-08,9.72933545331805e-08,-3.3893540504504065e-06,-1.046569995787759e-06,2.8479439298269094e-06,2.0206630436352588e-08,-7.215999235756809e-07,-3.013895561062048e-08,-1.3712887544820727e-06,5.745298425000949e-07,-1.283764180134325e-06,1.2829180860966135e-07,5.527532893660253e-07,-5.261850227032118e-07,-1.768214456261697e-06,-8.390074009185006e-07,-5.761222807901205e-07,-6.878948079909951e-08
2021-09-16,2.5637631930263135e-08,-4.734914966227838e-09,1.5099100649695505e-07,8.69452674134563e-08,8.182460125333594e-08,1.282529044000565e-07,9.548510016046235e-08,3.517321256602028e-08,1.4502640005385122e-07,-3.943439002009036e-06,-4.373671952464279e-07,2.518803034078894e-06,2.658163266274868e-08,-6.81278706566782e-07,8.23864589249212e-08,-7.163529186343823e-07,9.066097760903404e-07,-1.2279327889073716e-06,2.1723871910371338e-07,1.1177743665062814e-06,-5.031542774977707e-07,-1.3368000305867481e-06,2.9078064588716185e-07,-2.8290233958571633e-07,-5.01151970716692e-08
2021-09-17,5.4364826447317426e-08,4.2600783607672685e-09,8.366893837866185e-09,1.1090177744112389e-07,4.11444706001627e-08,1.0622191569359447e-07,4.907392712840034e-08,-1.1378315672827883e-07,1.5413895976948005e-07,-4.205135226803569e-06,-3.053442590013519e-07,2.8187821593235994e-06,-1.6162624326487208e-07,-5.990235581062177e-07,3.624897201055839e-08,-9.127903120171227e-07,1.2689876598565344e-06,-9.444682723173609e-07,1.6432880224642876e-07,1.6970674631299917e-06,-4.465485891082295e-07,-1.7576278395659779e-06,6.18359311255595e-07,-3.667188010120973e-08,-5.03427912143946e-08
2021-09-20,6.303478428626408e-09,-7.724064197188751e-09,-2.584965220996676e-08,4.785533668292631e-08,-8.482741007023274e-09,3.547974312565955e-09,-7.728760101502596e-09,-2.9560775231704017e-08,9.831950908998727e-08,-2.666749608587099e-06,1.7512461303469683e-07,1.2100254568052898e-06,-9.836105936213982e-08,-2.759362833982055e-07,2.7416972554656435e-08,-3.676390675652604e-07,6.218247832724016e-07,-5.0347660964021e-07,7.194829565285125e-08,6.654600131224931e-07,-1.4712768117802396e-07,-7.433146497738539e-07,9.015965163934395e-08,-3.8458353016144576e-07,-7.097170488816387e-08
2021-09-21,-4.724191095555304e-08,-3.084644595227645e-08,-1.925428865630304e-07,1.9501112183383084e-09,-7.88875246485871e-08,-2.291996493155613e-07,-1.0963054853175025e-07,-2.4773332861356267e-07,3.451435429687007e-08,-3.860292648951237e-06,-5.168687063465811e-07,-7.501504220073369e-08,-3.9117083167865203e-07,-6.157050833847217e-07,-1.353508781392948e-07,-7.253407619535957e-07,5.998354629356161e-07,-1.1396249345843141e-06,3.980605468751999e-08,6.827349176919819e-08,-3.5819950997645697e-07,-1.551638666671226e-06,-9.92067767033013e-07,-5.209000075733245e-07,-1.954968400640192e-07
2021-09-22,-1.2946441546416765e-07,-8.345032178442503e-08,-3.1051072113757034e-07,-4.095622701408098e-08,-1.517294387202642e-07,-5.181648627005926e-07,-2.2078872989144588e-07,-3.283259938847529e-07,2.3653395985354788e-08,-5.63911911371863e-06,-5.98107935974735e-07,-9.350577215106968e-07,-5.166410073846866e-07,-6.800380189627238e-07,-1.3990195625733396e-07,-7.889732602703232e-07,6.864188572978732e-07,-1.4957908265152204e-06,1.8934844402985457e-08,-5.471491772641496e-07,-4.936325771105645e-07,-1.73902602034136e-06,-1.2322131681332967e-06,-4.3734206775034197e-07,-2.1520073864848488e-07
2021-09-23,-4.1055484377836584e-08,-5.154962083805187e-08,-7.381020485336256e-08,-5.420900276847842e-08,-1.2174740730008234e-07,-2.18204328498131e-07,-1.4091651932206823e-07,6.763374366576006e-08,4.858295624787804e-08,-4.590046508905544e-06,-5.010540910416891e-07,3.29837088811013e-07,-2.2478997880698064e-07,-4.6149919219499316e-07,4.926269061247991e-08,-9.393386810409101e-07,1.0404995696933209e-06,-2.514788097432398e-07,1.3419399847888668e-07,-5.024327845990415e-07,-6.170155186064731e-07,-1.8828094592376615e-06,-9.962427508172523e-07,-5.279490202800781e-07,-1.6779315628714158e-07
2021-09-24,-4.0424162756051203e-08,-5.7440540857419103e-08,7.350603872292141e-09,-3.805290649198435e-08,-1.314518967860241e-07,-4.331962268502373e-07,-1.594090854808637e-07,4.5022517064614906e-07,7.430172247524655e-08,-5.123662869086928e-06,-8.327637889778489e-07,1.2296671429925779e-06,7.409913323542095e-08,-9.890290160533857e-08,2.668405545019091e-07,-1.0879516760505645e-06,1.5623695583576647e-06,2.6912857367620926e-07,4.7054874525964274e-08,-3.974573533510876e-07,-3.206529303487287e-07,-7.478679478402521e-07,-1.7630648743767988e-06,2.2766231371239506e-07,-1.0638556629544575e-07
2021-09-27,-3.9849639418647666e-08,-8.190452506965106e-08,-6.4620854410101e-08,-2.5652796265785746e-08,-3.255104210110184e-08,-3.163276651213002e-07,-7.355956070213364e-08,3.595894942833835e-07,8.943759973255026e-08,-6.54167335557062e-06,-2.0123336213476355e-06,2.495882555830277e-06,1.5915712276890654e-07,5.115739099891995e-07,2.0408824510108945e-07,-1.373494120411099e-06,1.4838242465292823e-06,1.4960035007738605e-06,-5.5469722474272895e-08,4.385506830615482e-07,-3.0930641845451273e-07,-7.571582365338216e-07,-2.2458800787676104e-06,6.082858459694736e-07,-1.1756955930557705e-07
2021-09-28,-9.81914067025542e-08,-7.804959518818931e-08,-2.111952241286577e-07,-2.8577730578335448e-08,-8.480873455458303e-08,-3.9641142054920177e-07,-1.2000802137811963e-07,4.426928851372124e-07,9.354854728272808e-08,-4.5821406078661735e-06,-1.5946363830465162e-06,1.4654536635490499e-06,3.5521128772744717e-07,2.8986395520365253e-07,2.4486171047060684e-07,-1.1741502208229482e-06,1.1297984113113564e-06,1.169170433235154e-06,-2.8856212862553344e-07,-1.7031736329738326e-07,-5.848830992241547e-07,-7.030744471474141e-07,-2.273995911980019e-06,7.9407687241547e-07,-3.08245469187724e-08
2021-09-29,-1.28513383597598e-07,-8.655994932869494e-08,-2.524877821836776e-07,-6.216806602377442e-08,-1.2796019588677286e-07,-5.005277332250295e-07,-1.5204939839334739e-07,4.171272506324664e-07,4.2978954598157895e-08,-3.6362643266752176e-06,-1.723650053750447e-06,-5.573698736789036e-07,3.2230987220510526e-07,-4.514017005422948e-08,2.6167892096155005e-07,-7.251665695611981e-07,4.46227634867536e-07,5.745325651853715e-07,-2.900375203499293e-07,-1.0124059513965852e-06,-2.957812440000816e-07,-2.404794523111453e-07,-2.4451197246481323e-06,3.740392088785107e-07,-9.386972547616291e-08
2021-09-30,-2.0488777489136769e-07,-1.0612264199008813e-07,-3.734598961384048e-07,-1.2419475087106195e-07,-2.1065596868465847e-07,-6.956567504780762e-07,-2.715582190884491e-07,7.011929745786505e-07,5.7933577394839097e-08,-2.4190445159325365e-06,-1.7537577524035861e-06,-6.279789481928568e-07,6.043786928307465e-07,-1.6353784832241295e-07,4.605048291891563e-07,-8.94606784996268e-07,6.656307126189974e-07,2.1805185924872018e-07,-3.2678270258661174e-07,-1.5540593895773866e-06,-2.2316853298247643e-08,-2.1966387833653065e-07,-4.728861571031162e-06,6.878963306568997e-07,-1.0496516628481534e-07
2021-10-01,-1.59452581150702e-07,-9.161167616249142e-08,-2.9808317931862745e-07,-1.0053131065466192e-07,-1.8087705729672486e-07,-6.172853151934599e-07,-2.2774112120665769e-07,3.705714274611261e-07,5.070988058686685e-08,-9.849622025569612e-07,-1.5195050009931213e-06,-1.1023729437719715e-06,2.147836584782531e-07,-2.922929697770337e-07,2.794757335871814e-07,-5.606599956364033e-07,-2.486382188358124e-07,-2.416045618051867e-07,-4.196060339478308e-07,-1.9388714177026513e-06,1.0754742879578082e-07,7.092487848427174e-08,-4.735084358477639e-06,7.693683175270461e-07,-5.3120756223600106e-08
2021-10-04,-7.429604860184411e-08,-4.48276388280692e-08,-3.204901423145313e-07,-9.448403612783465e-08,-8.69841616339025e-08,-6.321209662496264e-07,-1.3548547636668988e-07,7.920754329781326e-07,1.0353778691552578e-07,-1.8674859346625792e-06,-9.032670246826798e-07,-1.3506225120278877e-06,5.501724530611348e-07,3.1136031554972267e-07,5.275118699285437e-07,-4.5433923490430265e-07,-2.2372999807035058e-07,7.043281431026049e-07,-5.650190217833595e-07,-1.9444905375159918e-06,1.0559981840282363e-07,2.623339590194332e-07,-4.241004758013554e-06,1.4764027873969696e-06,-6.300235510070534e-08
2021-10-05,-1.490735399858038e-07,-7.079682018928251e-08,-3.1607099684800265e-07,-8.549849089192136e-08,-1.1900865263319397e-07,-3.1139620633732505e-07,-2.144379640870422e-07,5.178246545243948e-07,5.67057514077868e-08,-1.1514471962909935e-06,-2.158380021522563e-06,-2.2951216998587854e-06,3.141025801445222e-07,4.328682592178671e-09,3.378327934886929e-07,-4.6036144898556787e-07,-9.168136652145227e-07,-1.317176216787484e-07,-8.131953275955247e-07,-1.8757131805898668e-06,2.531237800462203e-07,1.1892660286717494e-07,-3.3775559112365224e-06,1.0309405242420202e-06,-1.0140637483350862e-07
2021-10-06,-1.4721088401177898e-07,-5.852808891755243e-08,-2.883227395975157e-07,-1.0151840496582232e-07,-1.4118820021643936e-07,-3.270815145172668e-07,-2.0894202330973215e-07,7.714029919335228e-07,8.768800546184604e-08,-3.3072172268203e-07,-1.4168599231872817e-06,-1.97966879939557e-06,6.002548613378748e-07,9.639881683652571e-08,4.351483008229878e-07,-6.175621778549606e-07,-4.3459196587326483e-07,-1.5854592867754922e-07,-6.076537776068066e-07,-1.4678119947107566e-06,4.541561553912188e-07,3.981591420458701e-07,-5.19329988794285e-06,1.6888275300589467e-06,-1.1786802662701448e-07
2021-10-07,-1.3718792393977647e-07,-5.6682382940473155e-08,-2.471464260880444e-07,-1.2140841150044563e-07,-1.9507630509997754e-07,-4.0738029006819037e-07,-2.73602672706978e-07,6.40620130894412e-07,8.113382862729758e-08,-1.0215287599488272e-06,-1.9839752318803455e-06,-3.4146309473959676e-06,7.899206873464026e-07,2.2254220914751878e-07,2.8529914859908266e-07,-4.5550309905821577e-07,-4.054713595810314e-07,3.078819641768031e-07,-5.078097625079008e-07,-1.8523653983207418e-06,6.123066108542789e-07,2.518696036164125e-07,-6.720127598853418e-06,1.5720525364378141e-06,-4.7503941878733106e-08
2021-10-08,-1.6629782410312745e-07,-5.987888340581441e-08,-2.042211569002866e-07,-1.1055483669770464e-07,-1.2160114293014738e-07,-4.1513591755801076e-07,-1.969018950457321e-07,9.727455290125159e-07,8.400424023658545e-08,4.6270671402563e-07,-1.035072916438403e-06,-1.9961438305838524e-06,7.445135176480997e-07,4.2254552083795485e-07,4.443427998233458e-07,-4.4232406217015465e-07,1.1615972556134005e-07,6.838362646641494e-07,-2.3283883701132835e-07,-1.1460438546419393e-06,9.762161843730034e-07,3.2915384857745607e-07,-4.89059446404751e-06,1.0162757685226588e-06,5.212121912938185e-09
